ID,mood
755,3.969679151
756,2.097690038
757,5.14041984
758,3.929064874
759,4.296144389
760,2.471734342
761,3.728139558
762,3.205362768
763,3.086210655
764,3.838079111
765,4.584225606
766,5.190999301
767,2.718395106
768,2.266759029
769,4.018916766
770,5.438232153
771,1.425629084
772,2.697127625
773,4.460365169
774,4.316806191
775,5.30839242
776,0.024195966
777,3.480203972
778,4.33464358
779,3.769163102
780,2.529255145
781,4.785483724
782,5.884076742
783,2.76408989
784,3.897929061
785,3.200697929
786,2.182249719
787,4.065825855
788,5.092915503
789,5.215296851
790,4.035834361
791,2.32427809
792,2.928853345
793,3.27011484
794,2.234545789
795,5.497744683
796,1.884915604
797,0.907225957
798,3.075793806
799,1.979106502
800,1.184995028
801,0.671884637
802,4.938154607
803,3.615852958
804,2.066355887
805,3.8213923
806,0.675892158
807,3.775332736
808,1.996836077
809,3.75086943
810,1.375802736
811,4.649962216
812,2.418680759
813,4.145995751
814,4.798761528
815,3.501448456
816,5.3860244
817,4.387925849
818,4.613947852
819,2.449694103
820,4.512590569
821,4.911677529
822,2.903844262
823,4.159005547
824,2.740230348
825,2.905117555
826,4.971547971
827,2.662202216
828,2.989345018
829,5.015407089
830,3.879411178
831,3.05813932
832,1.293273649
833,4.447305354
834,4.151726834
835,3.337929804
836,2.957481282
837,3.663728325
838,0.907431432
839,3.458828102
840,4.493126116
841,3.541924126
842,1.413592791
843,4.98569051
844,4.083349397
845,2.586360176
846,4.908882996
847,5.157951562
848,4.382633194
849,6.019017146
850,2.835209385
851,2.84225724
852,2.482138331
853,3.576309828
854,4.262714422
855,5.820787871
856,4.455876058
857,0.32681563
858,3.364866904
859,3.247106133
860,1.208664145
861,1.552975089
862,4.307648053
863,2.142292791
864,4.803731558
865,6.811503862
866,1.802294382
867,2.286819251
868,4.241011025
869,2.07234484
870,3.798031793
871,3.931035935
872,2.398742874
873,4.130503602
874,3.937579628
875,2.709237326
876,3.240108573
877,1.113330025
878,4.340124422
879,5.072003037
880,2.321805601
881,3.832846057
882,2.722962601
883,4.824954765
884,3.927279282
885,2.993232809
886,2.36648128
887,5.422888888
888,0.810995707
889,5.191147141
890,2.529892104
891,1.328439044
892,3.400422355
893,2.119334387
894,4.570795586
895,2.310479602
896,-2.085204187
897,1.72554135
898,2.784689927
899,1.564303835
900,5.987478937
901,4.627100366
902,2.216288514
903,4.788139945
904,2.080006463
905,4.913490115
906,4.129599894
907,2.468505038
908,5.012807315
909,3.628393337
910,3.021812521
911,4.248413862
912,3.636508018
913,3.704754722
914,4.268322935
915,5.304255225
916,3.877473594
917,1.79556055
918,3.482007295
919,3.962280287
920,4.471678881
921,2.987244018
922,3.810558696
923,3.180297795
924,3.112356919
925,3.305648905
926,2.670610928
927,3.088303965
928,3.1122992
929,4.294850939
930,4.169656478
931,4.976816359
932,2.7416765
933,3.767825174
934,5.892463441
935,2.291354536
936,5.078390153
937,2.855925217
938,1.177641385
939,3.775454834
940,3.736599683
941,3.962945894
942,3.194940225
943,1.688201655
944,3.313597683
945,2.365086544
946,4.154155713
947,2.809075895
948,4.392482793
949,3.633849261
950,3.691769295
951,2.029719904
952,3.494286229
953,0.66266151
954,3.433617502
955,2.889369795
956,6.311388935
957,3.283294293
958,2.273829072
959,3.514640838
960,4.898305182
961,1.708668769
962,4.009163566
963,6.369629761
964,1.189638623
965,3.785291181
966,1.876822752
967,3.540632084
968,2.982846424
969,1.638741496
970,4.455563873
971,6.023887009
972,3.762918102
973,6.004361951
974,5.406923767
975,2.023760664
976,4.247021563
977,4.679468395
978,5.001649341
979,5.221446339
980,2.189952699
981,2.428472033
982,2.864564679
983,3.714653285
984,2.536175455
985,3.554448686
986,6.195197645
987,2.08097297
988,2.281527105
989,2.59771645
990,4.167510293
991,2.187837116
992,2.086004675
993,4.365158883
994,2.299791821
995,4.61479812
996,2.151206713
997,3.477914412
998,5.322963739
999,2.187704415
1000,3.419365337
1001,4.295455878
1002,4.270599942
1003,3.610321198
1004,2.812422649
1005,5.708918847
1006,3.679699483
1007,1.980318054
1008,1.660332482
1009,3.925532214
1010,3.987804816
1011,3.094414237
1012,2.946214405
1013,2.217899981
1014,5.87639175
1015,3.284661983
1016,1.697954237
1017,5.418620502
1018,2.098879097
1019,4.990023426
1020,3.053556183
1021,2.624483489
1022,4.87441328
1023,2.898829289
1024,4.439499196
1025,2.791310797
1026,2.918664486
1027,4.710456752
1028,-0.435241033
1029,4.223177531
1030,3.183003961
1031,3.422037469
1032,1.595439447
1033,2.183550077
1034,0.989449543
1035,4.078759311
1036,3.359818967
1037,3.88503805
1038,3.76266421
1039,0.658142709
1040,5.472086937
1041,5.287385661
1042,2.774056428
1043,4.696451755
1044,2.049133741
1045,2.363067189
1046,3.693796404
1047,5.480177299
1048,3.408952823
1049,2.852685664
1050,1.178299619
1051,1.592860927
1052,5.538575296
1053,4.615362426
1054,3.667276559
1055,1.031978806
1056,3.682651749
1057,3.565785317
1058,3.995085935
1059,4.029161065
1060,2.905178497
1061,3.875239971
1062,3.63488309
1063,1.742456179
1064,3.575373804
1065,4.743294093
1066,5.94827969
1067,3.713959958
1068,5.114390815
1069,4.111406374
1070,4.344489595
1071,5.777664497
1072,3.215549446
1073,4.749009284
1074,5.761530271
1075,0.574344173
1076,4.172244635
1077,5.675272513
1078,3.245971166
1079,3.630716304
1080,3.398367659
1081,4.98044173
1082,4.490001628
1083,4.724946101
1084,1.210680598
1085,3.553633922
1086,5.319050991
1087,3.29144661
1088,1.56027947
1089,5.403548868
1090,4.260059943
1091,2.64750575
1092,1.729108328
1093,1.921098801
1094,2.805792201
1095,2.418733179
1096,4.041279588
1097,3.973816056
1098,0.983189381
1099,4.110324116
1100,4.437136063
1101,4.246116412
1102,3.05992925
1103,-0.074534119
1104,3.591621539
1105,2.886131282
1106,4.902480681
1107,1.725753394
1108,1.538391547
1109,4.989284718
1110,5.907259127
1111,3.237437214
1112,4.163399091
1113,2.238445544
1114,4.190919054
1115,2.748421383
1116,2.790560754
1117,3.455296413
1118,6.907575302
1119,4.330651486
1120,3.128225419
1121,3.233603855
1122,5.478855094
1123,2.927899054
1124,3.226440304
1125,4.227445023
1126,1.158345256
1127,4.846107972
1128,2.515209699
1129,3.01772117
1130,3.829650417
1131,4.762056665
1132,1.292122624
1133,3.140417081
1134,2.249041917
1135,5.385775602
1136,4.401935272
1137,3.288132199
1138,3.638152428
1139,1.243204462
1140,4.159023613
1141,2.263536756
1142,2.487485331
1143,3.965903091
1144,4.069801729
1145,3.486347951
1146,3.425749594
1147,3.711630693
1148,2.487232653
1149,3.450894263
1150,5.957471716
1151,3.715573572
1152,-0.14926824
1153,3.050535439
1154,3.398098926
1155,1.950891039
1156,4.678041251
1157,2.818107031
1158,2.846086622
1159,4.368271297
1160,4.385178715
1161,3.457906263
1162,-0.819996993
1163,2.430922501
1164,1.465489698
1165,5.590734919
1166,2.536336982
1167,3.56112794
1168,1.975122525
1169,2.317184073
1170,1.922628063
1171,2.537643133
1172,4.075665207
1173,5.109630769
1174,4.33999456
1175,3.752503756
1176,3.108884504
1177,2.331204158
1178,1.612792701
1179,2.806134416
1180,2.832972521
1181,3.326594149
1182,4.277841488
1183,5.391002376
1184,3.324713617
1185,4.595523314
1186,3.74996313
1187,5.369410725
1188,1.3302901
1189,5.473941099
1190,1.742527952
1191,3.179867508
1192,2.215254795
1193,1.298373881
1194,-0.299596824
1195,0.747085827
1196,2.179334074
1197,3.855677032
1198,5.890382581
1199,5.03860585
1200,6.156038408
1201,2.807318996
1202,6.009745549
1203,1.734868886
1204,4.30849748
1205,2.125970655
1206,3.935268686
1207,1.232312186
1208,2.716289603
1209,2.61600945
1210,4.108897015
1211,4.086808313
1212,3.359615773
1213,2.05373384
1214,2.776445051
1215,4.732158387
1216,1.941167559
1217,2.330171678
1218,1.583781799
1219,4.562296404
1220,2.551661255
1221,1.685825592
1222,4.785303164
1223,4.614080333
1224,3.930556747
1225,2.602316429
1226,3.294138082
1227,1.868301642
1228,1.859440498
1229,5.16248032
1230,3.382059103
1231,3.435754143
1232,4.05045837
1233,4.02369305
1234,4.298597248
1235,2.687853732
1236,2.794693127
1237,2.463331443
1238,5.371995279
1239,4.194692435
1240,3.07713475
1241,4.082452968
1242,4.74850157
1243,3.75819401
1244,6.19328283
1245,1.338319591
1246,2.86721753
1247,4.430540275
1248,5.840406051
1249,3.302278445
1250,6.614298386
1251,3.31878191
1252,5.038158582
1253,2.904807312
1254,3.245290473
1255,1.129775794
1256,3.567390353
1257,2.549048206
1258,4.958802354
1259,4.14591201
1260,2.544344499
1261,3.002571087
1262,3.893076671
1263,5.492120721
1264,2.248004491
1265,4.295930775
1266,4.255013684
1267,6.739150979
1268,7.705289508
1269,0.088779604
1270,3.634932057
1271,3.309907777
1272,5.46644041
1273,4.151833568
1274,1.816517731
1275,2.978002459
1276,3.232925281
1277,5.470662876
1278,2.00594758
1279,3.229116497
1280,2.838983894
1281,2.124425276
1282,2.837467567
1283,3.004687324
1284,1.036022786
1285,1.398612505
1286,3.362643322
1287,3.329320826
1288,4.79543771
1289,3.856968726
1290,5.513695647
1291,4.274819673
1292,2.687249279
1293,3.29258106
1294,1.393096995
1295,4.075750796
1296,3.23410053
1297,2.502983246
1298,0.124297069
1299,3.672077201
1300,3.655289051
1301,4.070274072
1302,3.716145587
1303,4.852459299
1304,5.483022428
1305,5.439013558
1306,4.502435867
1307,4.597470201
1308,4.874884622
1309,5.072891271
1310,3.598081711
1311,2.817016066
1312,3.635534551
1313,4.95261486
1314,3.818276966
1315,2.704917605
1316,4.715607919
1317,3.554222326
1318,3.896170726
1319,3.342888413
1320,2.10267021
1321,3.337066875
1322,2.769697261
1323,5.105700563
1324,2.635257593
1325,4.230197536
1326,3.520716022
1327,2.35098747
1328,3.040324763
1329,4.155232468
1330,2.403447626
1331,2.35789538
1332,3.337426178
1333,3.286845096
1334,2.747414717
1335,1.481077122
1336,4.129845403
1337,2.763665782
1338,3.021271042
1339,3.006521349
1340,4.068476239
1341,3.869137177
1342,3.69562956
1343,2.151584944
1344,4.242602952
1345,1.824502896
1346,5.838911166
1347,3.325953907
1348,3.530001498
1349,2.878503952
1350,3.114156279
1351,3.719031249
1352,3.544608044
1353,6.482639894
1354,1.37309612
1355,4.240303609
1356,2.360123718
1357,0.18006156
1358,2.166130047
1359,2.224222027
1360,4.851552929
1361,2.326368674
1362,3.136372945
1363,5.420736659
1364,5.304669736
1365,4.729006956
1366,2.99897676
1367,4.073761662
1368,5.180173944
1369,3.523335871
1370,4.815627564
1371,4.937528359
1372,1.867119281
1373,3.22863355
1374,-1.114937892
1375,1.271341984
1376,4.942297689
1377,3.627886921
1378,2.748230991
1379,6.271197363
1380,5.044925539
1381,2.30310698
1382,4.853348021
1383,2.647792461
1384,4.30936581
1385,1.822367186
1386,4.935039359
1387,1.969472396
1388,3.370478486
1389,3.017857513
1390,2.175362454
1391,2.544957762
1392,3.918467414
1393,4.714699752
1394,3.74245625
1395,5.615185925
1396,2.802938396
1397,3.65705997
1398,1.91331714
1399,3.475411483
1400,3.460230452
1401,2.81323376
1402,3.482015068
1403,1.356337906
1404,6.728956419
1405,3.455531964
1406,5.761589503
1407,5.97267988
1408,1.414539992
1409,4.913409362
1410,3.731133731
1411,4.587596816
1412,2.300647357
1413,2.760588757
1414,0.789526262
1415,2.785516119
1416,2.53971295
1417,3.204196833
1418,1.334627096
1419,3.132437646
1420,7.098388646
1421,2.679939876
1422,5.544732545
1423,4.94045895
1424,3.077310581
1425,5.504156427
1426,3.524040877
1427,4.992250592
1428,5.190958975
1429,3.809821492
1430,2.958747753
1431,3.583954317
1432,4.567848173
1433,2.057865292
1434,2.90415185
1435,3.682315573
1436,2.304545048
1437,2.394034877
1438,6.099173846
1439,3.961337634
1440,4.902171738
1441,2.463958844
1442,5.293159219
1443,5.530769616
1444,2.728473374
1445,1.816006492
1446,2.688932304
1447,3.255609375
1448,3.988319692
1449,0.359356464
1450,2.059775793
1451,6.623338212
1452,1.296479827
1453,2.457146193
1454,3.310986773
1455,2.031643305
1456,2.89883987
1457,1.787360377
1458,2.904058401
1459,4.948498345
1460,1.844700142
1461,3.780447467
1462,1.803060084
1463,3.892406125
1464,3.780696642
1465,4.860042007
1466,3.556551054
1467,4.166142205
1468,2.097484933
1469,5.075667495
1470,3.19933461
1471,4.455016664
1472,5.838951172
1473,3.820556702
1474,3.683039092
1475,2.696321958
1476,3.582838493
1477,2.799652152
1478,4.602457269
1479,4.237416677
1480,2.122876552
1481,1.856773434
1482,5.011724599
1483,4.33609917
1484,2.505367721
1485,-0.85492416
1486,4.110325693
1487,4.978788038
1488,-0.322362713
1489,2.346629203
1490,3.8798136
1491,0.129868384
1492,4.324391822
1493,5.907441599
1494,4.338632087
1495,2.915850808
1496,3.646161167
1497,2.403919098
1498,4.653170952
1499,5.16742361
1500,3.051977475
1501,1.786188599
1502,4.605104236
1503,2.716229528
1504,0.762460458
1505,4.979169238
1506,2.510662955
1507,3.982514412
1508,6.035822587
1509,2.108111236
1510,4.504769198
1511,4.478943945
1512,4.634231246
1513,1.319858678
1514,3.037559591
1515,4.527670376
1516,2.695022796
1517,2.396379556
1518,5.157613163
1519,6.000183609
1520,4.399232922
1521,4.756344804
1522,6.101894507
1523,3.080951148
1524,1.088980263
1525,2.38654397
1526,4.577861356
1527,1.857948862
1528,2.895094943
1529,4.848042239
1530,4.383969767
1531,2.145977922
1532,4.171220693
1533,3.094336669
1534,5.125233081
1535,1.821567158
1536,2.667939705
1537,2.138944626
1538,2.90898952
1539,3.057886969
1540,5.219417101
1541,2.710724059
1542,3.254776824
1543,2.392440753
1544,3.831056615
1545,3.831975658
1546,3.826793457
1547,3.724969851
1548,3.407761006
1549,2.320822469
1550,3.472830656
1551,3.989596755
1552,6.158922659
1553,2.396541964
1554,3.944399736
1555,3.439044303
1556,0.818505241
1557,5.201597409
1558,2.046575513
1559,1.434816806
1560,4.255953363
1561,2.751397717
1562,3.962711171
1563,2.716237521
1564,2.249024108
1565,2.587760698
1566,4.816985306
1567,1.680370018
1568,3.116235994
1569,5.301049221
1570,4.050424846
1571,4.398090719
1572,3.134148098
1573,2.846566358
1574,5.161190503
1575,2.604100716
1576,5.034590145
1577,1.212238872
1578,4.685379629
1579,4.410788426
1580,4.089328593
1581,6.082561136
1582,1.092100137
1583,5.375561336
1584,4.230464007
1585,1.650939981
1586,3.413513691
1587,1.45618397
1588,2.564565891
1589,1.557481674
1590,4.473480156
1591,4.403497858
1592,5.087745966
1593,2.791360068
1594,3.067108155
1595,4.389134302
1596,2.82625768
1597,4.850163008
1598,0.969201124
1599,2.116100833
1600,5.175922354
1601,2.154276104
1602,2.795211468
1603,1.792002611
1604,2.752215518
1605,1.774892558
1606,1.889726613
1607,3.105314882
1608,2.653401843
1609,4.104325079
1610,3.18353482
1611,5.289944387
1612,0.121933488
1613,3.436372072
1614,5.168926555
1615,4.579999799
1616,2.971584179
1617,5.295367094
1618,4.297936023
1619,5.268061598
1620,4.040188933
1621,1.884841443
1622,3.835764074
1623,2.399081591
1624,2.074112153
1625,4.399021749
1626,1.85621109
1627,3.19072341
1628,3.548173134
1629,6.338792461
1630,0.894757114
1631,2.765272714
1632,2.035041817
1633,2.145076282
1634,5.866772693
1635,3.786544877
1636,5.026253967
1637,-0.994579959
1638,3.815907367
1639,4.603968311
1640,5.853671615
1641,3.313595301
1642,3.29319221
1643,4.341544814
1644,2.309948304
1645,5.39237959
1646,3.177519924
1647,2.739281795
1648,1.183010899
1649,4.736457734
1650,2.912752522
1651,2.716546402
1652,2.040309174
1653,4.394217161
1654,2.164044366
1655,3.839892787
1656,2.967896315
1657,1.70494866
1658,3.832515631
1659,4.064764449
1660,2.008117439
1661,5.587004087
1662,3.700171652
1663,3.515054062
